Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
174,1322,36,3.4,يقوم الهاكر باختيار النظام عن طريق اختراقه لابلاغ المصمم عن الفجوات و الثغرات الأمنية الموجودة و محاولة اصلاحها .,3.5,4,4,4,3.75,4,3,4,4,3,ما النتائج المترتبة على تطبيق اختبار الاختراق من طرف الهاكر؟,"تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ، ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه ."
187,1335,49,3.4,"الكشف عن الثغرات من أجل تصحيح و تأمين البرامج، إختبار أمن البرامج. ",4,4,4,4,4,4,4,4,4,3,ما النتائج المترتبة على تطبيق اختبار الاختراق من طرف الهاكر؟,"تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ، ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه ."
188,1336,50,3.4,"معرفة الثغرات الأمنية، معرفة طريقة الوصول إلى اختراق النظام، تحسين النظام من الناحية الأمنية، العمل في بيئة آمنة. ",5,5,5,5,5,5,5,5,4,3,ما النتائج المترتبة على تطبيق اختبار الاختراق من طرف الهاكر؟,"تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ، ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه ."
189,1337,51,3.4,"يقوم الهاكر بكشف الثغرات و العيوب للشركة التي قامت بالاختبار بهدف مساعدتها على تحسين دفاعاتها من الكراكر أو اامخترقون الآخرون، و تقوم الشركة باعطائه مبلغ من المال كثمن الجهد الذي قام به. ",4,4,5,5,4.5,4,4,5,4,3,ما النتائج المترتبة على تطبيق اختبار الاختراق من طرف الهاكر؟,"تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ، ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه ."
191,1339,53,3.4,اكتشاف الثغرات الأمنية و اصلاحها قبل أن تكتشف من طرف الكراكر. ,3.5,4,3.5,4,3.5,4,3,4,4,3,ما النتائج المترتبة على تطبيق اختبار الاختراق من طرف الهاكر؟,"تقارير إلى المنظمة بكيفية اختراق النظام مما يسمح للمنظمة بتحسين دفاعاتها ورفع مستوى الأمن ، ثغرات أمنية تسمح للمطور بتصحيح منتجه وتحسين أمانه قبل اختراقه ."
214,1362,22,3.5,ـ الدخول إلى النظام بدون إذن اي اختراقه ونشر ذلك عامة علنا دون اخبار المؤسسة لوحدها,2.5,3,5,5,3.75,4,3,4,5,3,ما النتائج اللااخلاقية المترتبة على اختراق قراصنة القبّعات الرمادية لنظام مؤسسة ما ؟,"اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء ."
235,1383,43,3.5,"الدخول بلا اذن مما يؤدي الى المعاقبة، الحصول على معلومات مجانية او بدون اذن المؤسسة، تشويه صورة البرامج في المؤسسة مما يجعلها غير امنة  و يصبح المستخدمون ليدفق في المؤسسة  ",2.5,3,3.5,4,3,3,3,3,5,3,ما النتائج اللااخلاقية المترتبة على اختراق قراصنة القبّعات الرمادية لنظام مؤسسة ما ؟,"اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء ."
243,1391,51,3.5,نشر امثال و وسائل الاختراق من قبل القبعات الرمادية تحت قراصنة قبعات السوداء على القيام بالمزيد من الاختراقات و هذا سيزيد عدد الجرائم,2,2,0,0,1,1,1,1,5,3,ما النتائج اللااخلاقية المترتبة على اختراق قراصنة القبّعات الرمادية لنظام مؤسسة ما ؟,"اختراق نظام أمن بدون إذن، كشف العيوب الأمنية في البرامج أو على مواقع الويب بشكل عام بدلاً من كشف الخلل بشكل خاص إلى المؤسسة وإعطائها الوقت لإصلاحه مما يعطي الفرصة لاستغلاله من طرف قراصنة القبعات السوداء ."
252,1400,5,3.6,هي حصر مستخدمي الإنترنت في وجهة واحدة لمنعهم من الوصول الى بعض المواقع المحجوبة,2,2,2.5,3,2.25,2,2,3,6,3,  ما النتائج المترتبة على استعمال الخادم الوكيل في شبكة مؤسسة ما ؟,"حجب  المواقع ، إعداد إحصاءات عن المواقع الإلكترونية لاستعمالها من طرف وكالات التسويق ، توفير عرض النطاق الترددي، إعداد إحصاءات المستخدم."
257,1405,10,3.6,"توجيه اِرتباط جميع مستخدمي الشبكة في المؤسسة في اِتجاه واحد، حجب المواقع الغير مرغوبة.",2,2,3,3,2.5,2,2,3,6,3,  ما النتائج المترتبة على استعمال الخادم الوكيل في شبكة مؤسسة ما ؟,"حجب  المواقع ، إعداد إحصاءات عن المواقع الإلكترونية لاستعمالها من طرف وكالات التسويق ، توفير عرض النطاق الترددي، إعداد إحصاءات المستخدم."
270,1418,23,3.6,التحكم في الإتصالات الخارجة منها نحو المواقع و امكانية منع الإلتحاق بها,2,2,2.5,3,2.25,2,2,3,6,3,  ما النتائج المترتبة على استعمال الخادم الوكيل في شبكة مؤسسة ما ؟,"حجب  المواقع ، إعداد إحصاءات عن المواقع الإلكترونية لاستعمالها من طرف وكالات التسويق ، توفير عرض النطاق الترددي، إعداد إحصاءات المستخدم."
287,1435,40,3.6,"حجب بعض المواقع، التحكم في استخدام الانترنت",2,2,2.5,3,2.25,2,2,3,6,3,  ما النتائج المترتبة على استعمال الخادم الوكيل في شبكة مؤسسة ما ؟,"حجب  المواقع ، إعداد إحصاءات عن المواقع الإلكترونية لاستعمالها من طرف وكالات التسويق ، توفير عرض النطاق الترددي، إعداد إحصاءات المستخدم."
45,1193,46,3.1,"يمكن للمخترق التحكم في الجهاز، وضع برامج التجسس مثل برنامج ضغط لوحة المفاتيح، تحميل ملفات من و إلى الجهاز، إنتهاك الشخصية. ",4.5,5,5,5,4.75,5,4,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
42,1190,43,3.1,"التحكم في الجهاز و تحويل البيانات منه و اليه دون علم صاحبه، تثبيت برامج خاصة بتسجيل نقرات لوحة المفاتيح  وتبعث او اوتوماتيكيا الى المخرب اما يسمح له بالحصول على المعلومات الشخصية و كلمات المرور",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
9,1157,10,3.1,"التجسس على المستخدم، تحميل معلومات من و إلى جهاز المستخدم، سرقة المعلومات، التحكم في جهاز المستخدم .",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
46,1194,47,3.1,"السماح للمجرم أو المقرصن بالولوج إلى الجهاز و الأنظمة و البرامج و استغلالها لهذه المعلومات (سرقة، تزوير، تغيير دون علم صاحبه و يمكنه حتى تعطيلها أو تخريبها. ",4,4,3.5,4,3.75,4,3,4,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
33,1181,34,3.1,إتلاف كلي النظام وحتى الحواسيب.,0.5,1,0.5,1,0.5,1,0,1,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
5,1153,6,3.1,"مراقبة برامج النظام، تخريب برامج النظام.",1,1,2,2,1.5,1,1,2,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
30,1178,31,3.1,ان يصبح المخترق للتحكم في النظام المعلوماتي و بالتالي يمكنه سرقة معلومات او تخريب النظام .,3,3,2.5,3,2.75,3,2,3,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
22,1170,23,3.1,توجيه المستخدم عبر باب خلفي الذي يجعل المعلومات الشخصية للمستخدم في متناول المخترق .,1,1,2.5,3,1.75,2,1,2,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
24,1172,25,3.1,يمكن فتح باب خلفي في النظام حيث يمكن المخترق من أخذ ملفات أو معلومات و حتى تسجيل ضربات المفاتيح .,3.5,4,4,4,3.75,4,3,4,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
6,1154,7,3.1,"تحكم المخترق في الجهاز، نقل الملفات من و الى الجهاز دون علم صاحبه، سرقة المعلومات كسرقة البريد الإلكتروني أو سرقة الهوية، اتصال المخترق بالجهاز عبر باب خلفي ، سرقة المعلومات و الأرقام السرية عبر تثبيت برامج التجسس لأجهزة المستخدمين لتسجيل ضربات لوحة المفاتيح حيث تنقل المعلومات الى المخترق أوتوماتيكيا",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
25,1173,26,3.1,"يصبح المخترقون على إتصال بباب خلفي ، مما يجعل المخترق يتحكم في الجهاز .",2,2,1.5,2,1.75,2,1,2,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
19,1167,20,3.1,"يتم إشعار المخترقون بهذا ، فيقومون بإستخدام الباب الخلفي و ذلك من أجل التحكم في الجهاز و التجسس، سرقة البيانات ، تثبيت أجهزة و برامج .",4,4,5,5,4.5,4,4,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
15,1163,16,3.1,"الحصول على باب خلفي يمكن المخترق من الولوج إلى النظام ، التحكم بالكمبيوتر كمسؤول، التمكن من تثبيت برامج خبيثة أخرى الحصول على كافة المعلومات من ملفات إلى كلمات المرور ، إمكانية التعطيل الكلي للنظام .",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
10,1158,11,3.1,"فور الإصابة بهذا النوع من البرمجيات يتصل عن طريق باب خلفي عبر الأنترنت، التحكم في الجهاز، سرقة المعلومات منه كسرقة البريد الإلكتروني، تحميل ملفات من أي جهاز دون علم صاحبه، تركيب برمجيات تجسس كلوحة المفاتيح. ",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
37,1185,38,3.1,"يمكن المخترق بالتحكم بجهاز الضحية كاملا بالاتصال من باب خلفي على الانترنت بجهاز الضحية مما يؤدي إلى تمكنه من تحميل ملفات الضحية ،استلام بياناته منها أرقام سرية ،بيانات بنكية ",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
16,1164,17,3.1,"تجسس، تحميل ملفات من و إلى الحاسوب (نظام معلوماتي) ، تخريب ملفات و تسبب في شلل الحاسوب، أخذ كلمات المرور و معلومات هامة .",3.5,4,4,4,3.75,4,3,4,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
18,1166,19,3.1,"سرقة ملفات و كلمات السر و معلومات شخصية ، سرقة الهوية، تحطيم النظام المعلوماتي .",2.5,3,3.5,4,3,3,3,3,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
38,1186,39,3.1,"يسمح للمخترق من الدخول إلى النظام عبر الباب الخلفي فيقوم بسرقة المعلومات أو إتلافها أو إتلاف النظام بالكامل، حذف و ادخال الملفات من و الى الجهاز، زرع برامج تجسس على المكالمات أو التجسس على لوحة المفاتيح. ",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
31,1179,32,3.1,بعد اصابة النظام المعلوماتي بحصان طروادة يسمح للمخترق بأخذ المعلومات و الملفات من النظام الى آخر و يمكن أيضا تخريب النظام بأكمله أو جزء منه. ,2.5,3,3.5,4,3,3,3,3,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
2,1150,3,3.1,امكانية وصول الهاكر الى الجهاز عبر الباب الخلفي للتحكم للجهاز عن بعد أو تحميل وازالة البرامج من على الجهاز او سرقة المعلومات مثل كلمات المرور من خلال تحميل لتسجيل نقرات لوحة المفاتيح وارسالها الي المخترق) ,4,4,5,5,4.5,4,4,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
29,1177,30,3.1,"تحكم المجرم بالحاسوب، سرقة المعلومات و تغييرها أو حتى إتلافها ، التحميل من و إلى الجهاز، تثبيت برامج لرصد ضربات لوحة المفاتيح لمعرفة كلمات المرور و الموز السرية .",5,5,5,5,5,5,5,5,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
12,1160,13,3.1,"نقص في المصداقية، تشكيك في النظام، ضياع المعلومات، يصبح الجزء الماكر هو المتسلط على النظام .",0,0,2.5,3,1.25,1,1,2,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
35,1183,36,3.1,"تشغيل البرنامج الذي هو فيه الى تنزيل وتثبيت البرامج الغير مرغوب فيها الموجودة داخله في الجهاز المستعمل ، بهذا يمكن التحكم بالجهاز عن بعد و تعطيله و إنزال برامج اخرى منه و اليه .",5,5,1,1,3,3,3,3,1,3,ماهي النتائج المترتبة عن  إصابة  النظام المعلوماتي بحصان طروادة ؟  ,"يتحكم الهاكر في الجهاز المخترق عبر باب خلفي يمكنه من : سرقة المعلومات كسرقة البريد الالكتروني، أو سرقة الهوية، تحميل ملفات من وإلى هذا الجهاز دون علم صاحبه، تركيب برمجيات تجسس على الجهاز."
