Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
385,682,40,2.1,"برنامج يقوم على مبدا تسجيل ضربات المستخدم على لوحة المفاتيح، يستخدم غالبا من اجل التعرف على كلمة المرور (لسرقة كلمة المرور) لاشخاص اخرين ",2.5,3,3.5,4,3,3,3,3,10,2,ماهي وظيفة برنامج راصد لوحة المفاتيح؟,تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .
387,684,42,2.1,رصد المفاتيح المضغوطة من طرف المستخدم من اجل استخراج كلمات المرور و اسماء المستخدم الحساسة و ارسالها الى المخترق ,2.5,3,3.5,4,3,3,3,3,10,2,ماهي وظيفة برنامج راصد لوحة المفاتيح؟,تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .
389,686,44,2.1,يسجل كل ضربات لوحة المفاتيح و يرسلها المخترق عبر بريد الإلكتروني مثلا,0.5,1,3.5,4,2,2,2,2,10,2,ماهي وظيفة برنامج راصد لوحة المفاتيح؟,تسجيل جميع ضغطات المفاتيح  وبالتالي كل كلمات المرور المدخلة على الكمبيوتر و أرقام البطاقات الائتمانية لغرض السرقة كما يستعمل أيضا لإثبات الهوية كقياس حيوي سلوكي .
401,698,2,2.11,"عبر تحميل برنامج Cracking، دخول في بعض المواقع الممنوعة.",3,3,3,3,3,3,3,3,11,2, ماهي ابرز طرق انتشار الفيروسات,البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة
413,710,14,2.11,أبرز طرق انتشار الفيروسات هي زيارة المواقع المشبوهة (المواقع الإباحية و غيرها) تحميل برامج من غير مصدرها الرسمي ,3,3,3.5,4,3.25,3,3,4,11,2, ماهي ابرز طرق انتشار الفيروسات,البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة
427,724,28,2.11,"الرسائل الإلكترونية التي تحتوي البرامج ، مواقع الإنترنت.",3.5,4,3.5,4,3.5,4,3,4,11,2, ماهي ابرز طرق انتشار الفيروسات,البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة
435,732,36,2.11,ارسال رسائل عبر البريد الالكتروني بشكل هائل الى عدد كبير من العناوين,2,2,2,2,2,2,2,2,11,2, ماهي ابرز طرق انتشار الفيروسات,البريد الإلكتروني و البرامج التي يتم تحميلها من الانترنت خاصة من المواقع المشبوهة
454,751,12,2.12,"قزحة الاعين،بصمة اليد، بصمة الاصبع. ",3,3,3,3,3,3,3,3,12,2,أذكر الصفات الفيزيائية التي تستعمل عادة في القياس الحيوي,الحمض النووي - قزحية العين - بصمة اليد -  بصمة الإصبع - الوجه 
458,755,16,2.12,"الحمض النووي ، البصمة الوراثية و ماسح اليد ، قزحية العين و شبكية العين ",2.5,3,4,4,3.25,3,3,4,12,2,أذكر الصفات الفيزيائية التي تستعمل عادة في القياس الحيوي,الحمض النووي - قزحية العين - بصمة اليد -  بصمة الإصبع - الوجه 
459,756,17,2.12,"يستعمل فيها عضو او جزء من عضو الغنسان ،الوجه ، بصمة الاصبع ،خلفية العين ، نسخ الشبكية ، بصمة اليد .",4,4,4,4,4,4,4,4,12,2,أذكر الصفات الفيزيائية التي تستعمل عادة في القياس الحيوي,الحمض النووي - قزحية العين - بصمة اليد -  بصمة الإصبع - الوجه 
466,763,3,2.13,"الصوت الذي يعتبر من شائعات العصر حيث يعمل النظام على تحليل الصوت و لكن يجب وجود بيئة هادئة ، الامضاء اليدوي: و يكون نفسه الامضاء التقليدي على شاشة حساسة باستعمال قلم رقمي حيث يقوم النظام بتشفيره، ضربات لوحة المفاتيح.",5,5,5,5,5,5,5,5,13,2,أذكر الصفات السلوكية التي تستخدم عادة في القياس الحيوي,الصوت - التوقيع اليدوي - ضربات لوحة المفاتيح 
474,771,11,2.13,"البصمة ، اليد، القرنية) العين(، الصدفية، السمع) الصوت(،  ",1,1,1,1,1,1,1,1,13,2,أذكر الصفات السلوكية التي تستخدم عادة في القياس الحيوي,الصوت - التوقيع اليدوي - ضربات لوحة المفاتيح 
475,772,12,2.13,"الامضاء الالكتروني، الصوت",3.5,4,3.5,4,3.5,4,3,4,13,2,أذكر الصفات السلوكية التي تستخدم عادة في القياس الحيوي,الصوت - التوقيع اليدوي - ضربات لوحة المفاتيح 
476,773,13,2.13," الصوت ، الامضاء اليدوي، ضربات لوحة المفاتيح",5,5,5,5,5,5,5,5,13,2,أذكر الصفات السلوكية التي تستخدم عادة في القياس الحيوي,الصوت - التوقيع اليدوي - ضربات لوحة المفاتيح 
484,781,21,2.13,"التوقيع الالكتروني، الصوت ",3.5,4,3.5,4,3.5,4,3,4,13,2,أذكر الصفات السلوكية التي تستخدم عادة في القياس الحيوي,الصوت - التوقيع اليدوي - ضربات لوحة المفاتيح 
491,788,3,2.14,كلمة المرور؛ التشفير؛ القياس الحيوي)حمض النووي(؛ بصمة اليد؛ بصمة الاصبع؛ شبكة وقرنية العين؛ الوجه؛ الصوت؛ نقرات لوحة المفاتيح؛ التوقيع الالكتروني) الجدران النارية.(,4,4,4,4,4,4,4,4,14,2,ماهي أهم تقنيات تحديد وإثبات هوية المستخدم وصلاحياته ومسئولياته,"كلمة المرور ،القياس الحيوي ،التشفير ، الجدران النارية، التوقيع الالكتروني. "
504,801,16,2.14,"التحليل القياسي: فيزيائي يتمثل في: بصمة اليد؛ بصمة الاصبع؛ ويتمثل في: توقيع؛ ضربة لوحة المفاتيح، بطاقات خاصة بالعمال.",1.5,2,2,2,1.75,2,1,2,14,2,ماهي أهم تقنيات تحديد وإثبات هوية المستخدم وصلاحياته ومسئولياته,"كلمة المرور ،القياس الحيوي ،التشفير ، الجدران النارية، التوقيع الالكتروني. "
508,805,20,2.14,"القياس الحيوي (الفيزيائي, السلوكي)",1,1,1.5,2,1.25,1,1,2,14,2,ماهي أهم تقنيات تحديد وإثبات هوية المستخدم وصلاحياته ومسئولياته,"كلمة المرور ،القياس الحيوي ،التشفير ، الجدران النارية، التوقيع الالكتروني. "
510,807,22,2.14,"كلمة المرور، القياس الحيوي، التشفير، الجدران النارية، مضادات الفيروسات، التوقيع اليدوي.",5,5,5,5,5,5,5,5,14,2,ماهي أهم تقنيات تحديد وإثبات هوية المستخدم وصلاحياته ومسئولياته,"كلمة المرور ،القياس الحيوي ،التشفير ، الجدران النارية، التوقيع الالكتروني. "
555,852,22,2.15,"الهندسة النفسية (التلاعب بالاشخاص) عن طريق الفيروسات، إغراق النظام ",2,2,3,3,2.5,2,2,3,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
560,857,27,2.15,"الفيروسات، الدود الالكتروني، برامج الانزال، احصنة طروادة ، الاغراق بالرسائل ",2,2,1.5,2,1.75,2,1,2,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
561,858,28,2.15, الهندسة الاجتماعية,1,1,1,1,1,1,1,1,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
562,859,29,2.15,"استغلال العيب في البرامج و الانظمة ، انتحال الشخصية ، استعمال برنامج راصد لوحة المفاتيح ",3.5,4,4,4,3.75,4,3,4,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
564,861,31,2.15,عن طريق الفيروسات و الدود و البوابات الخلفية او عن طريق كسر كلمات المرور او عن طريق برامج وهمية    ,2,2,1.5,2,1.75,2,1,2,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
565,862,32,2.15,الفيروسات دود برامج أحصنة الطروحة الذي يستهدف برامج مكافحة الفيروسات,1.5,2,1,1,1.25,1,1,2,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
566,863,33,2.15,"كسر كلمات المرور و فكها، تجاوز كلمات المرور، تسجيل النقر على لوحة المفاتيح بواسطة برامج، سرقة البريد الالكتروني، سرقة المعلومات و تخزينها، الفيروسات كالفيروس الدود أحصنة طروادة برامج مجاوزة لمضادات الفيروسات",4,4,4,4,4,4,4,4,15,2, ماهي الأساليب الشائعة المستعملة في اختراق الأنظمة ؟,"استغلال عيب في البرامج أو الأجهزة للحصول بشكل غير قانوني على كلمة المرور ، إنشاء مواقع انتحال الشخصية، تثبيت أجهزة أو برامج تسجيل ضغط المفاتيح، الإغراق بالرسائل، الفيروسات و الهندسة الاجتماعية ."
600,897,30,2.16,"سرقة أفكار ذات طابع للنشر بطريقة غير قانونية ، انتهاك خصوصية الفرد.",2.5,3,2.5,3,2.5,3,2,3,16,2,فيم تتمثل جرائم الملكية الفكرية؟,"النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب."
614,911,44,2.16,"نسخ غير قانونية للبرامج، توزيع البرامج ذات حقوق النشر بصفة غير قانونية",3.5,4,3.5,4,3.5,4,3,4,16,2,فيم تتمثل جرائم الملكية الفكرية؟,"النسخ  غير القانوني  للبرامج، توزيع المواد ذات حقوق النشر بطريقة غير قانونية بما في ذلك الصور في الصيغة الإلكترونية والمطبوعة، والمواد المرئية والسمعية والمخزنة على شرائط أو أقراص مرنة، أو أقراص مدمجة أو على الحاسب."
646,944,32,2.17,"الجرائم: الاستيلاء على البيانات و الوثائق و نشرها، التصنيف: جرائم على الانترنت.",3.5,4,2.5,3,3,3,3,3,17,2,ما نوع الجرائم التي يقترفها موقع ويكيليكس وأين تصنفها بالنسبة للتصنيف العام؟,جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها
661,959,47,2.17,"جرائم من نوع القرصنة ،بحيث يقوم بنشر معلومات حساسة حول الدبلوماسيين و معلومات سرية للمنظمات الحكومية و غيرها … و تصنف ضمن الجرائم التي تقع على الإنترنت أي أن الانترنت محل الجريمة.",4,4,4,4,4,4,4,4,17,2,ما نوع الجرائم التي يقترفها موقع ويكيليكس وأين تصنفها بالنسبة للتصنيف العام؟,جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها
663,961,49,2.17,"جوائم الجوسسة التي قامت ""ويكيليكس"" بأخذ محادثات و معاهدات دارت بين الو أ و شركائها و قامت بعرضها على الأنترنت أين تمكن الجميع من قراءتها و تصنف هذه الجريمة الى الجرائم الملكية البشرية. ",2,2,1.5,2,1.75,2,1,2,17,2,ما نوع الجرائم التي يقترفها موقع ويكيليكس وأين تصنفها بالنسبة للتصنيف العام؟,جرائم القرصنة وانتهاك الخصوصية. تصنف في المجموعة الاولى  التي تقع على الانترنت  أي أن الشبكة تكون محلا لها
681,979,12,2.18,برنامج يسمح بفتح ثغرة في حاسوب المستخدم و الذي يسمح بتجسس ( أخذ و قراءة ) المعلومات,1,1,2,2,1.5,1,1,2,18,2,كيف تتم جريمة التجسس الصناعي على الانترنت ؟,"يتم اختراق و تنزيل الأسرار الصناعية من كمبيوتر في إحدى الشركات وإرسالها بالبريد الإلكتروني مباشرة إلى منافستها، و قد تتم سرقة اختراع جديد في تكنولوجيا الكمبيوتر وبيعه بمبلغ كبير من المال بالإضافة إلى فساد وتواطؤ الموظفين"
