Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
12,309,1,2.2,"  المعاكسات والاحراج، السب والقذف، التشهير ، التهديد المعنوي والمادي باستخدام صور غير لائقة",4,4,5,5,4.5,4,4,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
25,322,14,2.2,السب و القذف ـ التخويف و التهديد ـ التحرش بالأطفال و المراهقين ـ نشر الصور الغير لائقة التي تخص المستخدم ـ التجسس .,5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
38,335,27,2.2,"السب والشتم ،التعدي الالكتروني ،الابتزاز،التحرش",4,4,4,4,4,4,4,4,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
17,314,6,2.2,"القرصنة ، التشهير ، السب و الشتم، نشر الصور غير اللائقة، المعاكسات.",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
45,342,34,2.2," التهديد والتخويف  ، السب و الشتم القذف نشر صور غير لائقة، الإحراج و هذا كله يدخل في نطاق التعدي الالكتروني ",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
16,313,5,2.2,"الابتزاز، التهديد بوضع صور فاضحة على الانترنت ، التعرض لمضايقات في مظهر المستخدم.",2.5,3,1.5,2,2,2,2,2,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
48,345,37,2.2,"المضايقات – المعاكسات، السب و الشتم –التشهير و الابتزاز، نشر صور غير لائقة-التحذير و التهديد و التخويف ",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
26,323,15,2.2,"ـسرقة معلومات المستخدم ( صور, ملفات …) و الأموال، السب و الشتم و الكلام البغض، نشر صور و معلومات غير لائقة.",4,4,4,4,4,4,4,4,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
37,334,26,2.2,"انتحال الشخصيات ،الابتزاز، نشر الصور الخاصة",2.5,3,2,2,2.25,2,2,3,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
53,350,42,2.2,الاغراق بالرسائل الهندسة الاجتماعية النفسية التشهير التخويف,2.5,3,3,3,2.75,3,2,3,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
36,333,25,2.2,"المضايقات و  المعاكسات، السب والقذف، التشهير و التهديد بنشر صور فاضحة، الابتزاز",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
35,332,24,2.2,"السب و الاحتيال، التجسس و سرقة المعلومات، التشهير و التهديد، نشر صور فاضحة، المعاكسات والقذف",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
47,344,36,2.2,"التشهير، نشر صور غير لائقة، السب و الشتم، التخويف  و تهديد الآخرين ",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
32,329,21,2.2,"التشهير، السب والشتم،نشر صور سيئة، تشويه السمعة،الاستغلال، القذف",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
27,324,16,2.2,"المعاكسات , التهديد , السب و الشتم , نشر صور غير لائقة , التشهير .",5,5,5,5,5,5,5,5,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
14,311,3,2.2,"الابتزاز والتهديد، التشهير ، نشر صور مختلة للمستخدم",3,3,3,3,3,3,3,3,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
40,337,29,2.2,"التحرش، السب و القذف، نشر الصور الغير لائقة، الاحتيال و السرقة",4,4,4,4,4,4,4,4,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
52,349,41,2.2,يمكن ان يتعرض الاشخاص للمضايقات و السب و القذف و كذا التشهير و الابتزاز,3,3,4,4,3.5,3,3,4,2,2,"  ماهي أشكال المضايقات التي يمكن أن يتعرض لها مستخدم وسائل التواصل الاجتماعي(فايسبوك، ...) ؟","المعاكسات، السب والقذف، التشهير، تخويف أو تهديد، نشر صور غير لائقة"
66,363,7,2.3,جريمة: عمليات الاِحتيال والنصب والتهديد تصنف ضمن الجرائم التي تقع بواسطة الاِنترنت.,2.5,3,5,5,3.75,4,3,4,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
67,364,8,2.3,"جرائم النصب ولإحتيال، بالنسبة للتصنيف العام: الجرائم المالية.",4,4,2.5,3,3.25,3,3,4,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
78,375,19,2.3,جريمة النصب و الإحتيال,2.5,3,0.5,1,1.5,2,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
86,383,27,2.3,الإحتيال,0.5,1,1,1,0.75,1,0,1,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
63,360,4,2.3,"هي جرائم الإختراق، التصنيف العام: جرائم تقع على الأنترنت.",2,2,0.5,1,1.25,1,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
65,362,6,2.3,"الهندسة الاجتماعية النفسية؛ فإذا صدقها المستخدم فيستطيع من خلالها أخذ المعلومات والبيانات وحتى الرقم السري للمستخدم واختراقه، جرائم التجسس الالكتروني.",1.5,2,0,0,0.75,1,0,1,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
96,393,37,2.3,ضمن جرائم الانترنت التي تكون محل الجريمة وفي التصنيف الخاص جرام الأشخاص و نصب الأموال ,4.5,5,4.5,5,4.5,5,4,5,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
76,373,17,2.3,النصب و الإحتيال و هي تصنف بالنسبة للتصنيف العام كجريمة بواسطة الأنترنت,3.5,4,3,3,3.25,3,3,4,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
72,369,13,2.3,الجرائم التي تقع بواسطة الأنترنت.,1,1,2.5,3,1.75,2,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
77,374,18,2.3,الجريمة منظمة تصنيفها تقع على الإنترنت,0,0,0,0,0,0,0,0,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
84,381,25,2.3,"جريمة التحايل ,من أجل سرقة المعلومات الشخصية لأنه الذي يجعل شخص لا يعرفك يتقاسم معك مبلغا من المال أو جائزة ,يختارك عشوائيا ,إلا لغرض الإستفادة من سرقة معلوماتك الشخصية وحتى قد يكون رقم بطاقتك الانتمائية، و هذا ما يسمى بالتلاعب النفسي, إذن تصنف إلى الهندسة النفسية و التلاعب العقلي.",2,2,1.5,2,1.75,2,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
81,378,22,2.3,"جرائم الاحتيال، تصنيفها العام : ضمن الجرائم التي تكون شبكة أداة لوقوعها.",4.5,5,0.5,1,2.5,3,2,3,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
79,376,20,2.3,جرائم الهندسة الإجتماعية لأنه كيف لشخص مجهول أن يتقاسم الجوائز مع شخص لا يعرفه أي أنه يستعمل هذه الحيل ليتحصل على معلومات ,1,1,0.5,1,0.75,1,0,1,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
60,357,1,2.3,النصب والاحتيال والابتزاز وهي جرائم تقع على الانترنت وتدخل ضمن الهندسة الاجتماعية النفسية,3.5,4,2.5,3,3,3,3,3,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
90,387,31,2.3,و تصنف كجريمة نصب و احتلال,2,2,2.5,3,2.25,2,2,3,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
69,366,10,2.3,"القرصنة، التصنيف العام: عن طريق الشبكة اِذا الشبكة هي آداة الجريمة.",1.5,2,2.5,3,2,2,2,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
70,367,11,2.3,"جرائم القرصنة، تصنيفها جرائم تقع على الأنترنت )الشبكة هي محل الجريمة(",3,3,2.5,3,2.75,3,2,3,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
82,379,23,2.3,تعتبر هذه الجريمة من النوع الذي يحصل بواسطة الأنترنت فهي تعتمد على الثقة وتعتمد على أي خبرة أو ذكاء في عمليات الإختراق,2.5,3,0.5,1,1.5,2,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
73,370,14,2.3,الإغراق بالرسائل تصنيفها هو جريمة تقع بواسطة الإنترنت,1,1,2,2,1.5,1,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
83,380,24,2.3,"نوع الجريمة :أحصنة طروادة، التصنيف بالنسبة للتصنيف العام : هندسة اجتماعية نفسية بواسطة الأنترنت.",1,1,1.5,2,1.25,1,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
61,358,2,2.3,الهندسة الاِجتماعية النفسية تصنف في الجرائم التي تقوم في الانترنت,0.5,1,0,0,0.25,0,0,1,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
74,371,15,2.3,جرائم الإختراق فهي تستعمل وسيلة الإغراء بالرسائل,0,0,0,0,0,0,0,0,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
92,389,33,2.3,جرائم الاختراق عبر الإغراق بالرسائل و نصنفها التي تقع على الانترنت ,2,2,1.5,2,1.75,2,1,2,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
89,386,30,2.3,هي جريمة تحفزك على إعطاء بعض المعلومات التي تساعد المجرم على اتمام جريمته وهي جريمة السطو على الأموال تقع على الإنترنت,0.5,1,1,1,0.75,1,0,1,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
94,391,35,2.3,جريمة الهندسة النفسية تصنف في جرائم الانترنت,0,0,0,0,0,0,0,0,3,2,ما نوع الجريمة الإلكترونية التي قد تكون أنت  ضحيتها عبر بريد إلكتروني يخبرك بأن شخصا يريد أن يتقاسم معك جوائز أو أموالا؟,جرائم النصب والاحتيال تصنف في المجموعة الأولى التي تقع على الانترنت أي أن الشبكة تكون محلا لها
