Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
151,1587,3,4.4,"الرغبة في توفير الأموال، الأفكار المغلوطة عن أن الأمن هو تنصيب مضاد فيروسات",4,4,2,2,3,3,3,3,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
160,1596,12,4.4,"لعدم توفر الخبرة الكافية لمكافحة إختراقها، عدم الوعي بخطورة الأمر حتى حدوثه، عدم توفر ثقافة أمن المعلومات .",2.5,3,2.5,3,2.5,3,2,3,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
169,1605,21,4.4,لكثرة المصاريف و الإحساس الخاطئ بالأمن .,5,5,4,4,4.5,4,4,5,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
174,1610,26,4.4,"الفوائد و تجنب الخسائر العائدة من تطوير سياسة الأمن في وقت مبكر غير متطور و متجاهل كما يتم الإستهانة به (الشعور بالأمان)، إدراك أهمية الأمر بعد حدوث إختراق للنظام .",1,1,3,3,2,2,2,2,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
187,1623,39,4.4,لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر. لأنها تشعر بأمن و هذا شعور خاطئ.,1,1,0.5,1,0.75,1,0,1,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
188,1624,40,4.4,"الجانب المادي غير محبوب الى بعد فوات الاوان و هذا راجع لأسباب مثل : الإسراع في تقديم برنامج ما ، تكلفة تأمين هذه البرمجيات و الأنظمة.",0,0,1.5,2,0.75,1,0,1,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
189,1625,41,4.4,"يعود هذا إلى عدم الإهتمام بالناحية الامنية ،الانشغال بأعمال المؤسسة ، سرعة الهجمات ، الاستهانة بعمليات القرصنة .",1,1,1.5,2,1.25,1,1,2,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
191,1627,43,4.4,لأنها لا تعطي أهمية حتى يتم اختراق النظام عندها يكون فات الآوان و تقوم الشركات بدعم مالي لتعزيز الأمن في نظامها. ,2.5,3,1.5,2,2,2,2,2,4,4,علّل لماذا لا تفكر المؤسسات غالبا في دعم سياسة الأمن في وقت مبكر من تصميم وتطوير النظام المعلوماتي ؟,لأن العائد المادي لسياسة الأمن المبكر غير منظور مسبقا في غياب ثقافة الأمن
214,1650,15,4.5,لان معظم الجرائم لم تكتشف بسبب عدم وجود اثر لها و صعوبة الوصول الى مرتكبيها اذ تعتمد على ذكاء تقني و خدع و تكتم الضحايا له دور في ذلك ,4,4,2.5,3,3.25,3,3,4,5,4,علّل عدم وجود إحصائيات حقيقية للجريمة الإلكترونية ؟,نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا
235,1671,36,4.5,"وجوب توفر خبرة فنية لدى المحققين في هذه الجرائم، تكتم الضحايا، لانها تعتمد على الخداع ",4,4,3.5,4,3.75,4,3,4,5,4,علّل عدم وجود إحصائيات حقيقية للجريمة الإلكترونية ؟,نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا
243,1679,44,4.5,لانها لا تترك اثر و هناك من يتكتم عليها لكي لا تسيء سمعته  ,4,4,4.5,5,4.25,4,4,5,5,4,علّل عدم وجود إحصائيات حقيقية للجريمة الإلكترونية ؟,نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا
252,1688,53,4.5,هي لا تترك اثرا عند حصولها فهي مجرد ارقام و بيانات تسرق بدون علم صاحبها و معظم اكتشافات للجريمة كانت بصدفة و بعد فوات الاوان,2,2,1.5,2,1.75,2,1,2,5,4,علّل عدم وجود إحصائيات حقيقية للجريمة الإلكترونية ؟,نظرا لتكتم الضحايا على الجرائم تفاديا للإعلان والتشهير لما فيه من إساءة للعائلات أو لسمعة المؤسسات بالإضافة إلى أن الكثير من الجرائم لا تترك أثرا
257,1693,4,4.6,"قمة الذكاء عند إرتكابها، تعتمد على التضليل والخداع مما يصعب معرفة مرتكبها، تحتاج إلى تقنيات فنية حيث يصعب على المحقق العادي التعامل معها.",5,5,5,5,5,5,5,5,6,4,علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟,"لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    "
270,1706,17,4.6,"لا تترك أثر، يحتاج اثباتها إلى خبرة فنية لا يتقنها الخبراء التقليديون، تحتاج إلى ذكاء عالي.",4,4,4,4,4,4,4,4,6,4,علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟,"لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    "
276,1712,23,4.6,"يتم إكتشافها متأخرا و يصعب على محقق عادي تعامل معها ، لا تترك اثر عند إرتكابها، يعمل على خداع في تطبيقها و تضليل في اكتشافها.",3.5,4,3.5,4,3.5,4,3,4,6,4,علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟,"لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    "
293,1729,40,4.6,"لانها لا تترك اثر خلفها، صعوبة معرفة المجرم، تكتم الضحايا، لا ينفع معها المحققين التقليديين",5,5,4,4,4.5,4,4,5,6,4,علّل لماذا يصعب إثبات الجرائم الإلكترونية ؟,"لا تترك أثرا لها بعد ارتكابها، تحتاج إلى خبرة فنية ويصعب على المحقق التقليدي التعامل معها، تعتمد على الخداع في ارتكابها، والتضليل في التعرف على مرتكبيها، تعتمد على قمة الذكاء .    "
308,1744,14,4.7,إستعمال البروكسي الذي يعمل على حصر المستخدمين في جهاز موحد .,2.5,3,3,3,2.75,3,2,3,7,4,علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟,بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها
313,1749,19,4.7,عن طريق تصفح الذاكرة الموجودة بالوكيل ,2.5,3,2,2,2.25,2,2,3,7,4,علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟,بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها
319,1755,25,4.7,عن طريق البروكسي حيث يسمح بتحديد المواقع المتداولة و يسمح بحجب بعض المواقع.,1,1,2.5,3,1.75,2,1,2,7,4,علّل كيف يمكن لمؤسسة ما أن تتعرف على عادات المستخدمين لشبكتها ؟,بفضل الخادم الوكيل (البروكسي) الذي يقوم بإعداد إحصاءات عن المستخدمين و عن المواقع الإلكترونية التي يتصفحونها
330,1766,3,4.8,لأن الجرائم الالكترونية مختلفة تماما على الجرائم العادية وصعبة الكشف ويستطيع الكثير ارتكابها وقد تؤثر في عدة مجالات جد حساسة كالدفاع الوطني والمؤسسات ومنظمات القانون العام,1.5,2,4.5,5,3,3,3,3,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
343,1779,16,4.8,لا تترك أثر في أغلب الأوقات و يستلزم فيها تقنيات و خبراء و تستعمل فيها الحيل و المراوغات و الذكاء ,2,2,2,2,2,2,2,2,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
344,1780,17,4.8,"يقوم به أشخاص غير عاديين ( ذوي قدرات عالية ) ، لا يترك أثر ـ في بعض الأحيان الضحية ولا تعلم أنها ضحية.",1.5,2,0,0,0.75,1,0,1,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
348,1784,21,4.8,"صعوبة تتبع الأثر، معرفة الفاعل، التعرف على الفاعل بعد مدة طويلة من الزمن.",2.5,3,0.5,1,1.5,2,1,2,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
359,1795,32,4.8,لانهم يخفون الادلة لان في مكافحة الجريمة الالكترونية تستلزم وقت كبير و البرمجيون اذكياء و حقيقيون مما يصعب الامر   ,2,2,1,1,1.5,1,1,2,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
363,1799,36,4.8,هي جرائم من الصعب اثباتها و من الصعب التعامل معها لذلك لا بد من بين قوانين مخصصة للمكافحة من هذه الجرائم الالكترونية ,2,2,1,1,1.5,1,1,2,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
372,1808,45,4.8,يقوم التشريع العادي على الادلة العادية المحسوسة و الذي تخالفه الجرائم الالكترونية كونها تكون في الواقع غير ملموس و لا تدع في الغالب أي دليل مادي,2,2,1.5,2,1.75,2,1,2,8,4,علل صعوبة استعمال التشريع القانوني العادي في مكافحة الجريمة الإلكترونية؟,نقص الخبرة الفنية للمحققين المتعلقة باستعمال التكنولوجيا في إثبات الجرائم و عدم إدراج مختلف أنواع الجرائم الالكترونية في التشريع القانوني لأنها جرائم جديدة.
385,1821,6,4.9,"النمو السريع في استخدام الكومبيوتر وانترنت، التجارة الإلكترونية حكومة الكترونية، انتشار شبكة الحاسوب لأداء الأعمال ، تغيير مجال التقنية المعلوماتية.",4,4,3.5,4,3.75,4,3,4,9,4,علل أهمية أمن المعلومات في تصميم النظام المعلوماتي ؟,"النمو السريع في استخدامات التطبيقات الإلكترونية واستخدام الانترنت  والتي تتطلب بيئة آمنة. (التجارة الإلكترونية، والحكومة الإلكترونية.) ، سرعة تغير مجال التقنية المعلوماتية، تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية."
413,1849,34,4.9,المعلومة هي أهم ما في النظام المعلوماتي يجب عدم سرقتها تغييرها أو حذفها فهذا ان حدث يعود بخسائر و اضطرابات للمنشأة و تضعف قوتها,0.5,1,0.5,1,0.5,1,0,1,9,4,علل أهمية أمن المعلومات في تصميم النظام المعلوماتي ؟,"النمو السريع في استخدامات التطبيقات الإلكترونية واستخدام الانترنت  والتي تتطلب بيئة آمنة. (التجارة الإلكترونية، والحكومة الإلكترونية.) ، سرعة تغير مجال التقنية المعلوماتية، تزايد عدد المخترقين ويقابلها زيادة عدد الثغرات الأمنية."
435,1871,15,4.1,يمكن إتخاذ التدابير و الإجراءات اللازمة عند الإحساس الصحيح بعدم الأمن و لكن تجاهلها عند الإحساس الخاطئ بالأمن لذلك هو أخطر .,5,5,3,3,4,4,4,4,10,4,علل صحة العبارة: الإحساس الخاطئ بالأمن أخطر من الإحساس الصحيح بعدم الأمن ؟,"الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية ، على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن"
443,1879,23,4.1,الإحساس بعدم الأمن يؤدي الى دعم الأمن المعلوماتي في حين الإحساس بالأمن يؤدي الى التهاون و بالتالي احتمالية وقوع الجريمة يكون أكبر .,5,5,5,5,5,5,5,5,10,4,علل صحة العبارة: الإحساس الخاطئ بالأمن أخطر من الإحساس الصحيح بعدم الأمن ؟,"الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية ، على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن"
458,1894,38,4.1,"لا يوجد نظام معلوماتي امن بشكل تام كلما كبر النظام زادت الثغرات ، اخذ الحيطة والحذر ",2.5,3,3.5,4,3,3,3,3,10,4,علل صحة العبارة: الإحساس الخاطئ بالأمن أخطر من الإحساس الصحيح بعدم الأمن ؟,"الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية ، على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن"
471,1907,51,4.1,لانه لا يوجد نظام غير قابل للاختراق خاصة الانسان ,1.5,2,1.5,2,1.5,2,1,2,10,4,علل صحة العبارة: الإحساس الخاطئ بالأمن أخطر من الإحساس الصحيح بعدم الأمن ؟,"الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية ، على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن"
474,1910,54,4.1,عند الاحساس الخاطئ بعدم الاكن لا يتخد الانسان الاجراءات اللازمة لحماية نفسه بينما هو معرض لاشكال كثيرة من الخطر,3,3,3.5,4,3.25,3,3,4,10,4,علل صحة العبارة: الإحساس الخاطئ بالأمن أخطر من الإحساس الصحيح بعدم الأمن ؟,"الإحساس الخاطئ بالأمن أمر خطير لأنه يؤدي إلى إهمال التدابير الأمنية ، على الرغم من عدم وجود نظام أمني مثالي  فيما يساعد الشعور العام بانعدام الأمن على منع المخاطر الأمنية  وتعزيز سياسة الأمن"
9,1445,10,4.1,إختراق الإنسان أسهل من إختراق الأجهزة و ذلك لأن الإنسان يتأثر بما يشاهد و يسمع في الشبكات و قد يؤدي ذلك في بعض الأحيان إلى ضرره مثلا إذا كان في زيارة مواقع الإرهاب الإلكتروني .,3,3,1.5,2,2.25,2,2,3,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
33,1469,34,4.1,لأن اختراق الإنسان أكثر سهولة من اختراق الأجهزة حيث يمكن اغراءه سهولة .,1,1,2,2,1.5,1,1,2,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
0,1436,1,4.1,  نظرا لطبيعة الإنسان وأخلاقه فقد يشكل الحلقة الأضعف في النظام عن طريق تسريبه للمعلومات او ضعف كفاءته في مجال الأمن المعلوماتي.,3,3,2,2,2.5,2,2,3,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
11,1447,12,4.1,الهندسة النفسية الاجتماعية هي سلوك يقوم على التلاعب العقلي لإيذاء الآخرين و الحصول على معلومات سرية الناس يثقون بالآخرين .,3,3,2.5,3,2.75,3,2,3,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
30,1466,31,4.1,لأنه يمكن أن يتعرض للهندسة الفكرية النفسية و هي ممارسة تقوم على إيذاء والنصب الفكري حيث يقوم بإغواء الأشخاص للحصول على المعلومات السرية الخاصة بهم. ,3,3,3.5,4,3.25,3,3,4,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
18,1454,19,4.1,الناس يثقون بالآخرين .,0.5,1,1,1,0.75,1,0,1,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
39,1475,40,4.1,"لأنه من السهل اختراق الانسان ،كمثال التأثير عليه بالصوت أو الصورة أو كما رأينا ببكاء طفل.",1,1,1,1,1,1,1,1,1,4,علّل لماذا يشكل الإنسان الحلقة الضعيفة في سلسلة الأمن المعلوماتي؟,"يثق الإنسان بالآخرين فيسهل خداعه عن طريق الهندسة الاجتماعية النفسية بحيث يمكن اختراق الأمن بسبل غير تقنية ، لا توجد تقنية تمنع خداع الإنسان، اختراق الإنسان أسهل من اختراق الأجهزة خاصة في ضوء قلة التوعية."
