Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
59,59,13,1.2,"الناحية التقنية: يبحث العلم عن النظريات والاستراتيجيات لتوفير الحماية للمعلومات من التهديدات و حظر الاعتداء، الناحية القانونية: تعمل الدولة على توفر نظام حماية المعلومات السرية من الهجومات الداخلية و الخارجية.",2.5,3,3.5,4,3,3,3,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
93,93,47,1.2,هو توفير الوسائل و الخبرات من اجل ضمان سرية المعلومة و امانها اثناء تخزينها,0.5,1,1.5,2,1,1,1,1,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
56,56,10,1.2,"من الناحية الاكاديمية: هو العلم الذي يبحث في النظريات و الاستراتيجيات توفير الحماية للمعلومات من الأخطار التي تهددها ، من الناحية التقنية: هي الوسائل والأدوات والإجراءات اللازمة لحماية المعلومات من الأخطار الداخلية والخارجية، من الناحية القانونية: هي محل الدراسات اللازمة لضمان سرية وسلامة محتوى المعلومات.",4,4,4,4,4,4,4,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
76,76,30,1.2,هو حماية جميع الموارد المستخدمة في نقل و معالجة و تخزين المعلومات و كذلك المعلومات المستخدمة مع ضمان توفرها و   تكاملها و سريتها ,2.5,3,3.5,4,3,3,3,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
66,66,20,1.2,"من الناحية الأكاديمية:هو العلم الذي يهتم بالأساليب و الاستراتيجيات لحماية المعلومات، من الناحية التقنية:هي الأدوات والوسائل المستخدمة لحماية المعلومة، من الناحية القانونية:هي الإجراءات والتدابير اللازمة لحماية و امن المعلومات ",3.5,4,4,4,3.75,4,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
79,79,33,1.2,من الناحية الأكاديمية هو العلم الذي ينظر في نظريات و الاستراتيجيات توفير الحماية للمعلومات ومن الناحية التقنية هي الوسائل الازم توفيرها من اجل حماية المعلومات اما من الناحية القانونية هي الدراسات من اجل توفير الحماية و السرية للمعلومات اي بخلاصة هو حماية المعلومات في جميع أطوارها)النقل التخزين المعالجة (,4.5,5,4,4,4.25,4,4,5,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
72,72,26,1.2,هو تامين و حماية جميع الموارد المستعملة في نظم المعلومات بحيث تؤمن المنشاة نفسها و الأشخاص العاملين بها وأجهزة الحاسوب و المعلومات التي تحتوي على البيانات في مختلف مراحل النقل التخزين و المعالجة,5,5,4.5,5,4.75,5,4,5,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
68,68,22,1.2,"تعريف أكاديمي هو النظريات و الطرق التي يجب تطبيقها لحماية نظام المعلومات، تعريف تقني هو الوسائل و السياسات المطبقة من اجل حماية نظام المعلومات، تعريف قانوني هي النصوص التشريعية التي من شانها حماية الاشخاص و المؤسسات من القرصنة",3.5,4,4,4,3.75,4,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
67,67,21,1.2,"هو حماية كافة المعلومات ومراحل توفرها حفاظا السرية و التوافر و التكامل: الأكاديمية:التقنيات و الاستراتيجيات، التقنية: الأدوات والوسائل و الإجراءات اللازمة، القانونية:الدراسات و التدابير",2.5,3,4,4,3.25,3,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
69,69,23,1.2,"الأكاديمي هو العلم الذي يدرس الاستراتيجيات والنظريات لتوفير امن المعلومات، التقني هو الأدوات والإجراءات والوسائل لضمان امن المعلومات، القانونية هي التدابير الأزمة لضمان سلامة وسرية و تدفق المعلومات ومكافحة الاعتداء عليها",3,3,3.5,4,3.25,3,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
86,86,40,1.2,هي توفير الحماية و الامن و السرية للبيانات و الوسائل التي نقوم بالعمل عليها و صيانتها من كل اعتداء و ذلك خلال كل فتراتها )نقل تخزين تعديل(,4,4,4.5,5,4.25,4,4,5,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
55,55,9,1.2,هو حماية للمعلومات من خطر القرصنة و الاختراق,1,1,1,1,1,1,1,1,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
57,57,11,1.2,"مختلف الوسائل المستعملة لمعالجة المعلومات فمن الناحية الأكاديمية علم يدرس الاستراتيجيات لحماية المعلومات ، ومن الناحية التقنية مختلف الأدوات و الوسائل اللازمة لحماية المعلومات من الداخل و الخارج، من الناحية القانونية الطرق و التشريعات التنظيمية لحماية المعلومات.",4,4,4,4,4,4,4,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
74,74,28,1.2,حماية المعلومات و الوقاية من الهجمات التي تهدف الى سرقة هذه المعلومات حيث يتم استعمال تحديد هوية المستخدم  اثبات هوية المستخدم تحديد صلاحياته و مسؤولياته وكذا عدم الانكار و الخصوصية من اجل حماية المعلومات ,2.5,3,3,3,2.75,3,2,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
83,83,37,1.2,هي مجموعة من التدابير الامنية المتخذة من ادوات و سياسات و اشياء اخرى لتامين المعلومة في تخزينها و نقلها و توفرها  ,3,3,3.5,4,3.25,3,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
65,65,19,1.2,"من الناحية الأكاديمية: هي علم الذي يبحث فيه النظريات والاستراتيجيات لضمان حماية أمن المعلومات من المخاطر التي تهددها و أنشطة الاعتداء عليها ، من الناحية التقنية: هي جميع الرسائل والأدوات والاجراءات التي تضمن حماية المعلومات من المخاطر الخارجية والداخلية، من الناحية القانونية: هي الإجراءات و التدابير التي تضمن سلامة وسرية محتوى المعلومات وهكذا فيه الأنشطة التي تهددها ، هي حماية جميع الموارد المستخدمة على المعلومات في جميع مراحل تواجدها.",4,4,4.5,5,4.25,4,4,5,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
85,85,39,1.2,"أكاديميا هو العلم الذي يقوم بإيجاد استراتيجيات تسمح بتطوير الأنظمة المعلوماتية، تقنيا هي مجموعة الأدوات المستعملة لتعزيز الدفاعات الامنية الإلكترونية قانونيا هي محل الدراسات التشريعية للحد من الجريمة الالكترونية",3.5,4,3.5,4,3.5,4,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
51,51,5,1.2,هو حماية المعلومات من التجسس و الاختراق وذلك بوحدة وسائل الكترونية او مادية وذلك للحد من الجريمة الالكترونية,2,2,1.5,2,1.75,2,1,2,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
89,89,43,1.2,هو كل ما يتعلق بكيفية الحفاظ على معلومات الافراد سواء من الناحية التقنية الادارية او القانونية,1,1,3,3,2,2,2,2,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
61,61,15,1.2,"الناحية الأكاديمية: العلم الذي يستخدم الاستراتيجيات والنظريات لحماية المعلومات، التقنية: الأدوات والوسائل المستعملة لحماية المعلومات من الاعتداءات ، القانونية: التدابير والالتزامات لحماية المعلومات، بشكل عام حماية جميع الموارد المستخدمة في معالجة المعلومة المنشاة العمال والأجهزة ووسائط تخزين البيانات.",4.5,5,4,4,4.25,4,4,5,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
62,62,16,1.2,هو الحفاظ على جميع الموارد المستخدمة في معالجة المعلومات مرورا بجميع مراحل تشكل المعلومة التخزين النقل والمعالجة,1.5,2,1,1,1.25,1,1,2,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
70,70,24,1.2,هي النظم و الوسائل المتبعة لضمان امن و خصوصية المعلومات و قنوات سيرها ,1.5,2,1.5,2,1.5,2,1,2,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
64,64,18,1.2,"أكاديميا: يعتبر العلم الذي يبحث في استراتيجيات حماية المعلومات ، فنيا: هو الوسائل والتقنيات والتدابير اللازمة لضمان حماية المعلومات ، قانونيا: هو الاجراءات الواجب اتخاذها لضمان سرية وسلامة وتوفر المعلومات ومحاربة انشطة الاعتداء عليها ، بصفة عامة هو حماية كل الموارد المستخدمة في معالجة المعلومات في كافة اشكال تواجد المعلومة.",4,4,4,4,4,4,4,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
81,81,35,1.2,هو العلم الذي يقوم بنظريات و استراتيجيات الحماية للمعلومات من الاخطار التي تهددها ,1.5,2,3,3,2.25,2,2,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
47,47,1,1.2,  هي الوسائل والأدوات والسياسات والإجراءات المستخدمة لضمان خصوصية و تكامل وتوافر المعلومات ومنع الوصول اليها او حذفها او مسها بدون حق,4,4,4,4,4,4,4,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
53,53,7,1.2,هو تأمين وحماية كافة الموارد المستخدمة في معالجة المعلومة في كل مراحل معالجتها )التخزين والنقل و المعالجة(,3,3,3.5,4,3.25,3,3,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
49,49,3,1.2,"هو الوسائل والتقنيات المستعملة في تقوية أنظمة الأمن ،بحيث نحمي المعلومات من السرقة و التخريب و التبديل",2,2,3.5,4,2.75,3,2,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
80,80,34,1.2,"من الناحية الأكاديمية هي علم يبحث في النظريات و الدراسات لحماية المعلومات من الاحتراق، من الناحية التقنية هي الوسائل و الأدوات  و الإجراءات  اللازمة  لتوفير  حماية المعلومات من الاخطار  الداخلية و الخارجية، من الناحية القانونية هي محل دراسات  و التدابير اللازمة لتوفير سلامة و سرية المعلومات من الاخطار التي تهددها  ",4,4,4,4,4,4,4,4,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
91,91,45,1.2,مختلف الطرق و الاجراءات المتخذة لحماية المعلومات اثناء نقلها و معالجتها و انشائها,2,2,2,2,2,2,2,2,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
52,52,6,1.2,هو حماية وأمن الموارد المستخدمة في معالجة المعلومات وهذا خلال كل مراحل المعالجة)التخزين والنقل والمعالجة(,3,3,2.5,3,2.75,3,2,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
88,88,42,1.2,توفير كافة الوسائل و الأدوات لحماية المعلومات و تجنب الأضرار التي تعيقها حيث تعيد المنشأة نفسها و موظفيها  وحواسبها وبياناتها,3,3,2.5,3,2.75,3,2,3,2,1,عرف مصطلح أمن المعلومات,حماية وتأمين كافة الموارد المستخدمة في معالجة المعلومات من منشآت نفسها والأفراد العاملين فيها وأجهزة الحاسب المستخدمة فيها ووسائط المعلومات التي تحتوي على البيانات    وذلك في جميع مراحل تواجد المعلومة (التخزين – النقل – المعالجة)
139,139,46,1.3,هي ممارسة أساليب التلاعب النفسي لإيذاء و خداع الناس للحصول على معلومات سرية ك البريد الالكتروني و سرقة الهوية ,3.5,4,2.5,3,3,3,3,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
101,101,8,1.3,هي ممارسة جميع أساليب التلاعب النفسي و العقلي لخداع لآخرين والوصول إلى فوائد مادية آو معنوية للمستخدم,2.5,3,2.5,3,2.5,3,2,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
111,111,18,1.3,"هي ممارسة تستخدم أسلوب التلاعب النفسي)العقلي(لإيذاء وخداع الآخرين والحصول على معلومات سرية.، طرقها: الهاتف/ البريد الإلكتروني، وجها لوجه و صفحات الانترنت.",5,5,5,5,5,5,5,5,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
108,108,15,1.3,هي ممارسة تستخدم أساليب التلاعب العقلي والنفسي لإيذاء الآخرين ومن أجل تسهيل سرقة المعلومات السرية منهم,2.5,3,3,3,2.75,3,2,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
116,116,23,1.3,هي طريقة تعتمد على التلاعب النفسي والعقلي للخداع و الإيذاء و للحصول على معلومات سرية,2.5,3,2,2,2.25,2,2,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
126,126,33,1.3,"هي إستخدام التلاعب النفسي, العقلي, للإيذاء و خداع الاخرين والحصول على معلوماتهم",2.5,3,2.5,3,2.5,3,2,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
