Column2,Column1,Answer_ID,QID,Answer_Arabic,Mark1,Mark1_ceil,Mark2,Mark2_ceil,Average_Mark,Median,mark_floor,mark_ceil,Question_ID,Question_Type,Question_Arabic,Model_Arabic
106,106,13,1.3,هي ممارسة الخداع على العقل من أجل الحصول على معلومات سرية,2,2,2.5,3,2.25,2,2,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
121,121,28,1.3,هي تقنية حديثة تعتمد على التلاعب بالجانب النفسي و العقلي للضحية من أجل سرقة المعلومات,2.5,3,2.5,3,2.5,3,2,3,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
130,130,37,1.3,هي طريقة التعامل بالنفس المتمثل في إختراق العقل للحصول على معلومات شخصية من شخص آخر. و هي من احد,1,1,1.5,2,1.25,1,1,2,3,1,عرف مصطلح الهندسة الاجتماعية النفسية,هي ممارسة تستخدم أساليب التلاعب النفسي (العقلي) لإيذاء و خداع الآخرين والحصول على معلومات سرية يتم من خلالها اختراق الأمن بسبل غير تقنية عن طريق الهاتف أو البريد الالكتروني أو صفحات الانترنت أو وجها لوجه
149,149,8,1.4,و هي إرجاع الأموال الغير قانونية (مسروقة) عن طريق الشبكة الإلكترونية تحويلها إلى أموال قانونية عن طريق وضعها في مخازين إلكترونية مثل المالديف .,0,0,3,3,1.5,1,1,2,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
151,151,10,1.4,إستعمالات جماعات المافيا للأنترنت لتنفيذ خططهم في تزوير الأموال و التعامل بها و تحويلها و هي نوع من أنواع الجرائم المالية .,0,0,2.5,3,1.25,1,1,2,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
160,160,19,1.4,هي إحدى الجرائم المالية الإلكترونية .,0,0,1,1,0.5,0,0,1,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
169,169,28,1.4,"هو نوع من أنواع الجريمة المالية التي تكون الأنترنت أداة للجريمة : ظهرت في الولايات المتحدة الأمريكية نسبة لشركة غسيل الأموال للمافيا، حيث في محاكمة زعيم المافيا تم حجز جميع الأموال  الناتجة عن بيع المخدرات .",3,3,3.5,4,3.25,3,3,4,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
174,174,33,1.4,استعمال الأموال التي تمسكها بطرق غير شرعية في مشاريع ضخمة وتصرح غالبا على أنها أموال مقترضة من البنك. ,2.5,3,4,4,3.25,3,3,4,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
187,187,46,1.4,يتم بواسطة  سلب المستخدمين حساباتهم المالية و سرقة أموالهم و ارسالها إلى شخص آخر فقد يكون الشخص المسروق في بلد و السارق في بلد و المعامل الذي يملك الحساب في بلد آخر. ,0,0,1,1,0.5,0,0,1,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
188,188,47,1.4,هي عملية الشراء على الأنترنت بالأموال التي نتجت عن عملية غير قانونية كالمتاجرة بالمخدرات و الأسلحة : أصحاب هذه الأموال هدفهم الشراء و من ثم بيع ما اشتروا و هكذا يصبح لديهم مصدر قانوني للأموال و ههذا البيع و من ثم تصبح أموالهم نظيفة. ,4,4,3,3,3.5,3,3,4,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
189,189,48,1.4,هي جريمة معلوماتية إلكترونية يتم من خلالها تغيير بيانات و تزويرها حيث تعتبر جريمة مالية و منه كذلك تزوير معاملات وهمية و كل هذا لإثبات. وجود قيم مالية نظيفة في عالم المعلومات و منه تبيض الأموال المتسخة الحقيقية. ,3,3,4,4,3.5,3,3,4,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
191,191,50,1.4,يقوم المجرمون الذين يحصلون على الأموال بطريقة غير قانونية وغير شرعية كمجرمي المخدرات و بإدخال هذه الأموال عبر حاسبات الكترونية بطريقة احتيالية على أساس انها من مشاريع قانونية و كذلك بتغيير العملة بهذه الحاسبات. ,4.5,5,5,5,4.75,5,4,5,4,1,عرف مصطلح تبييض أو غسيل الأموال ,إضفاء صفة المشروعية على الأموال القذرة المتأتية غالبا من التجارة غير المشروعة في المخدرات أو غيرها   بتوظيفها في نشاطات وهمية على الانترنت
214,214,21,1.5,العلم الذي يستخدم التحليل الاحصائي لصفات الانسان الحيوية وذلك للتأكد من هويته الشخصية,3.5,4,3.5,4,3.5,4,3,4,5,1,عرف مصطلح القياس الحيوي,هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية
235,235,42,1.5,هي عبارة عن صفات سلوكية وصفات فيزيائية متعلقة بالفر لمعرفة الهوية و التحقق منها,2,2,2.5,3,2.25,2,2,3,5,1,عرف مصطلح القياس الحيوي,هو العلم الذي يستخدم التحليل الإحصائي لصفات الإنسان الحيوية وذلك للتأكد من هويته الشخصية باستخدام صفاته الفريدة وهي صفات سلوكية وصفات فيزيائية
252,252,7,1.6,هي عنف منظم تقوم به جماعات تخترق بها القانون لمكاسب مالية(التنظيم/الكسب المادي),4,4,4,4,4,4,4,4,6,1,عرف مصطلح الجريمة المنظمة على الانترنت,"هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم"
257,257,12,1.6,تابعة للجرائم المالية وهي متكونة من جزئين اساسين وهما التنظيم والكسب المادي,4,4,3,3,3.5,3,3,4,6,1,عرف مصطلح الجريمة المنظمة على الانترنت,"هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم"
270,270,25,1.6,هي عبارة عن عصابة تقوم بتدمير عملية لقيام بسراقة أو ما إلى ذلك عبر الإنترنت,1.5,2,1,1,1.25,1,1,2,6,1,عرف مصطلح الجريمة المنظمة على الانترنت,"هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم"
276,276,31,1.6,هي ممارسة العنف للحصول المجرم على الأموال,0,0,0,0,0,0,0,0,6,1,عرف مصطلح الجريمة المنظمة على الانترنت,"هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم"
295,295,50,1.6,هي جريمة مالية تتم بعد مرحلتين التخطيط ثم الكسب المالي,4,4,2,2,3,3,3,3,6,1,عرف مصطلح الجريمة المنظمة على الانترنت,"هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم"
296,296,51,1.6,التنظيم تقوم به جماعات بهدف الوصول إلى غرض مادي وتعرف بالتنظيم و الغرض المادي,3.5,4,3,3,3.25,3,3,4,6,1,عرف مصطلح الجريمة المنظمة على الانترنت,"هي عنف منظم تقوم به جماعات ترتكب أفعالا تخترق بها القانون للحصول على مكاسب مالية، بطرق وأساليب غير مشروعة تنفذ بعد تدبير وتنظيم"
5,5,6,1.1,"هي سلوك غير قانوني عبر أجهزة إلكترونية، لأهداف مادية أو معنوية غالبا لإتلاف أو سرقة المعلومات و هي مثلا: النصب و الاحتيال، التعدي الإلكتروني، التجسس وانتهاك الخصوصية ",3.5,4,4,4,3.75,4,3,4,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
9,9,10,1.1,"هي سلوك غير قانوني بواسطة استعمال الأجهزة الإلكترونية (الهاتف، الانترنت، الكمبيوتر) الهدف منها الحصول على فائدة مادية أو معنوية مقابل دفع الضحية خسائر و تكون من أجل الحصول على المعلومات و قرصنتها و إتلافها. تلف الجرائم الإلكترونية خسائر تعد بالملايين لأصحاب الشركات و المنشأة كما أن أغلب جرائم السطو على البنوك تكون بتواطؤ المجرمين و المبرمجين .",5,5,5,5,5,5,5,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
42,42,43,1.1,"هي عملية غير قانونية تتم بواسطة الأجهزة الالكترونية) كمبيوتر، هاتف انترنت (ينتج وينجر عنه حصول المجرم على فوائد مادية أو عنوية كما يتحمل الضحية خسائر في المقابل، صدق هذه الجرائم غالبا ما يكون الحصول على معلومات من أجل سرقتها أو اتلافها وتخزينها أو لأغراض أخرى. ",5,5,5,5,5,5,5,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
33,33,34,1.1,هو كل سلوك يعاقب عليه القانون يحدث بواسطة الأنترنيت.,1,1,1.5,2,1.25,1,1,2,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
45,45,46,1.1,"هي ممارسات غير قانونية ترتكب باستعمال أجهزة الكترونية (الحاسب، الانترنت، الهاتف) حيث يهدف منها المجرم، ماديا أو معنويا في المقابل يلحق الضرر بالضحية أبرزها تكون في سبيل قرصنة المعلومات أو تدمير أنظمة الأمان.. ",4,4,5,5,4.5,4,4,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
46,46,47,1.1,"هي سلوك غير قانوني يقوم به المجرم على الفرد، المنظمات، منظمات حكومية أي على الآخرين من أجل مصالح مادية أو معنوية يكبد الضحية خسائر و د تسمل تخريب أو سرقة و تغيير معلومات.",5,5,4,4,4.5,4,4,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
17,17,18,1.1,هي جريمة تقع بإستخدام أدوات إلكترونية بطريقة غير قانونية للتحصل على أمور مادية أو معنوية من شخص و يقابله خسائر مادية أو معنوية .,2.5,3,3.5,4,3,3,3,3,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
24,24,25,1.1,هي فعل غير قانوني يتم بإستخدام الأجهزة الإلكترونية يستفيد فيه المجرم من أرباح مادية أو معنوية مقابل خسارة للضحية غالبا ما يكون هدفه الحصول على البيانات أو إتلافها .,5,5,4.5,5,4.75,5,4,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
7,7,8,1.1,تتم بواسطة الأجهزة الإلكترونية ينتج عنها حصول المجرم على فوائد مادية و معنوية مع تحميل الضحية خسارة مقابلة. و غالبا ما يكون هدف المجرم القرصنة من أجل سرقة و إتلاف المعلومات .,5,5,5,5,5,5,5,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
25,25,26,1.1,"هي سلوك غير قانوني يتم إستهلاك الأجهزة الإلكترونية ، ينتج من خلاله فوائد مادية و معنوية على المجرم و خسائر على الضحية .",3,3,3.5,4,3.25,3,3,4,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
6,6,7,1.1,"هي سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية، يتم تحميل المجرم منه على فوائد مادية و معنوية، يتحمل الضحية خسارة مقابل ذلك الهدف من الجريمة إتلاف أو سرقة المعلومات.",5,5,4,4,4.5,4,4,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
30,30,31,1.1,"هي سلوك غير قانوني في اختراق الأنظمة بإستخدام الوسائل الالكترونية) الانترنت، المحمول، الكمبيوتر( يهدف المجرم الى الاستغلال المادي و المعنوي و يحمل الضحية خسائر مقابلة، يقوم المجرم بالتطلع أو سرقة المعلومات السرية. ",4.5,5,4.5,5,4.5,5,4,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
22,22,23,1.1,هي كل فعل قانوني يتم عن طريق الأجهزة الإلكترونية .,0.5,1,1,1,0.75,1,0,1,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
19,19,20,1.1,هي سلوك غير قانوني يتم بإستعمال الأجهزة الإلكترونية و الأجهزة الحديثة تعود بالفائدة على من يقوم بها و تسبب أضرارا لأطراف أخرى و أكثرها التي تتعلق بالاختراق و القرصنة التي تؤدي إلى تخريب البيانات .,3,3,3,3,3,3,3,3,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
15,15,16,1.1,هي سلوك غير قانوني يعتمد على إستعمال الأجهزة الإلكترونية تكون فيها منفعة للجهة القائمة بالجريمة و تقابلها خسارة مادية أو معنوية للضحية .,3.5,4,3.5,4,3.5,4,3,4,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
10,10,11,1.1,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الالكترونية، يتم فيه حصول المجرم على فوائد مادية و معنوية مع تحميل الضحية الخسارة .",3.75,4,3.5,4,3.625,4,3,4,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
37,37,38,1.1,هي سلوك اجرامي يعاقب عليه القانون يتم باستخدم أجهزة إلكترونية الهاتف الحاسب الالي إلى اخره بهدف إلى اختراق لغرض التشهير بالضحية.,2.5,3,3.5,4,3,3,3,3,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
16,16,17,1.1,هي كل سلوك غير قانوني يتم عن طريق الأجهزة الإلكترونية يستخدمها المجرم لأخذ فوائد مادية و معنوية و يفعل بالمستخدم ضحية .,3.5,4,3.5,4,3.5,4,3,4,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
31,31,32,1.1,هي كل سلوك غير قانوني يتم باستخدام الوسائل الالكترونية (الأجهزة) حيث يحصل المجرم على  فوائد المادية و معنوية و قد يلحق الضرر بالضحية لهدف  سرقة المعلومات أو إتلافها أو الإطلاع عليها. ,5,5,4.5,5,4.75,5,4,5,1,1,عرف مصطلح الجريمة الإلكترونية ,"هي كل سلوك غير قانوني يتم باستخدام الأجهزة الإلكترونية) الهاتف، الكمبيوتر، الانترنت (ينتج عنه حصول المجرم على فوائد مادية أو معنوية مع تحميل الضحية خسارة   وغالبا ما يكون هدف هذه الجرائم هو القرصنة من أجل سرقة أو إتلاف المعلومات وتكون عادة الانترنت أداة لها أو مسرحا لها"
